#{"t_start": 1746547430.1240034, "env_id": "None"}
r,l,t
11.09001,34,1150.821569
-0.36117488,17,1151.102601
-0.40747446,21,1151.431724
-0.3175273,14,1151.651128
11.058821,24,1152.019713
-0.0058628917,24,1152.389993
11.051691,32,1152.891897
-0.27712327,23,1153.297559
11.112663,25,1153.681705
11.16426,29,1154.129348
-0.17714208,18,1154.420696
-0.27471775,24,1154.810534
-0.34557348,23,1155.168766
-0.23629045,21,1155.52077
-0.38681912,126,1160.884363
11.053305,31,1169.054605
0.10995227,32,1173.320601
-2.3892758,258,1207.306255
11.101292,24,1207.765532
-0.2605626,26,1208.164698
-0.07779336,24,1208.552695
11.244374,26,1208.95951
-0.4288733,19,1209.257738
-0.12728465,28,1209.68251
0.08612561,25,1210.075786
11.166389,18,1210.3676
0.20100057,24,1210.748779
-0.23463017,18,1211.037604
0.15304017,34,1211.560866
-0.1608662,30,1212.01663
-0.19031173,15,1212.253718
11.13533,28,1212.700787
-0.20337582,19,1212.999735
-0.4216944,20,1213.321382
11.189692,36,1213.881706
-0.3858655,15,1214.124223
-0.3186276,24,1214.534631
-0.19772696,28,1214.979743
11.142456,36,1215.533004
-0.29492462,27,1215.955531
0.13700914,33,1216.470786
-0.2870164,16,1216.722234
-0.8632643,53,1217.532564
-0.45940143,24,1217.90924
-0.29144704,18,1218.211765
-0.231341,39,1218.821561
-2.3685615,258,1222.74098
-0.047115505,20,1223.058763
-0.19429016,17,1223.333727
-2.314742,258,1227.194693
11.03393,26,1227.59273
-0.2823937,15,1227.850695
-0.61219835,38,1228.429057
-0.22587246,23,1228.784524
11.148008,26,1229.194805
-0.25560856,19,1229.499135
-0.3902753,28,1229.949705
-0.3107804,18,1230.235557
-0.28812104,25,1230.63736
-1.122198,60,1231.550693
11.073731,24,1231.916531
10.974446,26,1232.327076
-0.10963631,18,1232.616724
-0.13843757,25,1233.017046
0.14190322,30,1233.483755
-0.20121592,24,1233.873841
0.22343147,27,1238.412829
-0.6369061,19,1238.695701
0.062349677,25,1239.069477
-0.24199182,38,1239.660898
-0.6271905,39,1240.25733
-0.40334243,21,1240.576628
11.01675,25,1240.98275
0.025701404,18,1241.277001
0.2240228,26,1242.745679
-0.17926317,18,1243.59791
-0.4687338,23,1243.961717
-0.748625,31,1244.457894
10.998192,29,1244.895742
-0.8085399,24,1245.260861
-0.28245497,15,1245.49968
0.030173242,19,1245.791631
-0.21681547,23,1246.017672
-0.50630707,25,1246.257817
11.171869,27,1246.539715
-0.2297557,16,1246.727308
-0.6992229,30,1247.031604
-0.79508865,30,1247.364922
-0.11761141,26,1247.655748
-0.45413297,23,1247.930376
11.021462,24,1248.202907
-0.18273818,22,1248.451631
0.17230201,30,1248.774878
-0.09440553,29,1249.159659
0.024411142,32,1249.544199
0.13137889,26,1249.844877
-0.1892559,19,1250.081536
-0.2004782,27,1250.407637
11.175073,28,1250.712996
11.279184,33,1251.179853
-0.19250715,27,1251.502845
10.935341,25,1251.853917
-0.42672807,119,1253.110513
-0.32285088,20,1253.342702
-0.3518951,18,1253.555544
-0.30159134,39,1254.010881
-0.54234993,17,1254.185179
-0.27889144,13,1254.336737
-0.3956896,27,1254.600644
-0.6142435,176,1256.41067
11.237712,27,1256.716908
-0.5441557,26,1257.01596
-0.114447296,29,1257.332754
-0.10018778,17,1257.517889
-0.5530253,17,1257.72373
11.007186,26,1257.9917
-0.5152687,37,1258.402797
-0.3067873,26,1258.667954
-0.60590744,6,1258.755011
-0.89607614,26,1259.011638
-0.07245815,18,1259.210618
-0.57561845,6,1259.292977
11.194278,42,1259.714368
11.198027,27,1259.985892
-0.12001121,20,1260.193948
-0.6446637,6,1260.270744
11.156689,22,1260.491604
-0.21746671,17,1260.671347
-0.33346415,18,1260.849964
0.08374661,19,1261.039299
-0.28480554,55,1261.557057
-0.15900213,17,1261.740807
11.158694,24,1261.980033
-0.47571033,21,1262.220006
-1.1559689,63,1262.813637
-2.3439887,258,1269.766639
11.166986,24,1270.096709
-0.051436305,18,1270.31289
-1.0241966,44,1270.800431
0.07085407,29,1271.080989
0.07026172,33,1271.39696
-0.31022125,22,1271.65357
-0.38689423,34,1272.00291
0.04177648,25,1272.250832
-0.025823414,29,1272.612899
-0.4425118,25,1272.88875
-0.17345268,27,1273.203789
-0.20005924,27,1273.477611
-1.1104279,68,1274.140201
-0.5807727,39,1274.520925
11.021297,24,1274.783631
-0.4580047,23,1275.01501
-0.018744707,26,1275.270388
-0.6232975,16,1275.439803
-0.8327074,39,1275.819717
-0.14506888,26,1276.074323
-0.23746085,34,1276.413356
11.140473,27,1276.683969
-0.31265604,37,1277.073613
11.275107,30,1277.397592
-0.1841166,23,1277.651628
-0.3485924,25,1277.909062
-0.30446792,66,1278.532723
-0.17831928,49,1279.009673
11.208244,28,1279.290956
-0.48998606,28,1279.579673
-0.12808144,19,1279.78079
-0.60100514,22,1280.027951
11.057759,22,1280.287493
-0.07677537,28,1280.575827
-0.28864628,19,1280.762039
11.0990095,26,1281.033848
-0.24282795,26,1281.311548
-0.4846869,15,1281.475942
-0.30627114,25,1281.725627
-0.21043503,27,1281.982708
-0.7534505,32,1282.288804
-0.20486987,27,1282.589799
-0.18870014,27,1282.869067
-0.33106828,18,1283.050996
0.110247076,51,1283.533679
-0.1720416,26,1283.794325
-0.28828877,40,1284.201589
0.15317398,27,1284.478898
-0.13918841,36,1284.837028
-0.078333974,19,1285.036852
-0.26716375,56,1285.685736
-0.16968083,16,1285.871977
-0.3167712,15,1286.037627
-0.3284685,17,1286.220471
-0.36296237,24,1286.469706
-0.19790775,21,1286.677496
-0.643409,25,1286.924024
0.114791274,34,1287.249646
11.2455635,46,1287.706534
-0.22023696,16,1287.876996
0.09447479,24,1288.170784
-0.38338298,25,1288.583678
-0.2610702,21,1288.956015
10.910851,21,1289.309184
11.28393,27,1289.784272
11.116459,36,1290.346585
-0.09908998,34,1295.566958
0.0469656,27,1295.980608
-0.24251348,29,1296.426765
10.936793,24,1296.799268
-0.66813236,23,1297.167422
-0.19726497,24,1297.549613
-0.2654773,63,1298.514722
0.1937939,32,1299.012688
-0.26060343,22,1299.359659
0.09627855,28,1299.799297
-0.09547454,25,1300.187569
11.248554,27,1300.623964
-0.1394409,19,1300.94263
-0.24774599,25,1301.326586
-2.3571808,258,1305.454992
-0.4040441,34,1305.974615
-0.3253836,16,1306.227898
-0.28236574,19,1306.525591
-0.7598596,19,1306.830529
-0.07359773,18,1307.112546
-0.23536897,21,1307.44637
-0.38154513,28,1307.892633
-0.15264785,25,1308.274774
0.0071394444,24,1308.645703
11.141159,30,1309.103913
0.071237504,22,1309.461878
-0.26043844,26,1309.885852
-0.10182327,25,1310.279241
-0.6583694,3,1310.338999
-0.2999692,27,1310.771162
-0.6608807,24,1311.149725
-0.13121825,19,1311.447339
-0.8268728,44,1312.125658
11.031597,28,1312.560732
-0.12047362,20,1312.874529
-0.16880935,21,1313.215932
0.13123763,24,1313.579702
-0.38998753,18,1313.867961
-0.27200288,14,1314.089229
-2.308309,258,1317.99569
-2.3658874,258,1321.991646
-0.98979545,38,1322.583246
11.240218,26,1322.987657
10.987164,28,1323.438679
-0.38122058,25,1323.84159
11.122911,32,1324.33383
11.098671,27,1324.773402
-0.2593075,24,1325.162713
0.023317158,25,1325.557626
-0.49064827,29,1326.01389
0.18464196,34,1326.545734
-0.46943384,17,1326.812065
-0.3775525,30,1331.489731
0.15538359,24,1331.864336
-1.1481164,71,1332.951757
11.297703,30,1333.423729
-0.4231521,38,1334.030524
11.159773,29,1334.473566
-0.06377953,26,1334.880786
11.288647,47,1335.609112
-0.40855157,28,1336.064873
-0.11348903,18,1336.369832
0.20730048,25,1336.759724
-0.9631145,27,1337.175851
-0.40302104,35,1337.718786
11.039056,25,1338.112678
-0.29479533,15,1338.35971
-0.28255934,24,1338.736548
-0.29230636,19,1339.034729
-0.33057952,27,1339.449728
-0.07818395,21,1339.799978
11.123751,18,1340.085757
-0.4222563,27,1340.501641
-0.2546276,24,1340.877809
-1.1041293,27,1341.305923
-0.37913543,18,1341.601654
-0.18007046,21,1341.935755
-1.1068288,75,1343.112652
0.2524001,23,1343.492826
11.108675,26,1343.918032
11.091735,22,1344.268884
-0.65972394,31,1344.761628
-0.38475382,24,1345.140657
-0.18652046,22,1345.503685
11.020995,25,1345.900845
-1.461036,54,1346.724957
-0.12447727,19,1347.027792
0.13229018,22,1347.378967
-0.25194746,17,1347.655531
0.0333544,27,1348.082991
-0.995165,54,1348.919573
-0.22218877,24,1349.297698
-0.1970427,35,1349.852811
-0.81556445,28,1350.314763
-0.25421613,21,1350.653367
11.139301,30,1351.115718
11.137942,32,1351.633526
-0.1939137,15,1351.876892
-0.3384356,17,1352.149217
-0.42535448,32,1352.663931
-0.18978214,16,1352.919704
-0.18872857,25,1353.315713
-0.22541612,17,1353.610637
-0.3367905,27,1354.027572
-0.25287563,25,1354.410961
-0.26529145,28,1354.861676
11.176792,26,1355.268755
-0.07272792,25,1355.659675
0.02474749,27,1356.072751
-0.17453784,28,1356.513579
-0.17570448,18,1356.815678
-0.07593584,22,1357.167832
-0.73435056,47,1357.894666
-0.23001617,25,1358.290932
11.155687,25,1358.681544
-0.0496822,27,1359.102833
11.201707,25,1359.495775
-0.5319557,20,1359.815721
-0.30108136,29,1360.271939
-0.81744224,32,1360.809036
-0.19746798,29,1361.262623
0.12459105,28,1361.714695
-0.12147045,41,1362.351953
10.972782,25,1362.734718
-0.15312022,27,1363.174527
-0.24770671,77,1368.994681
0.045266867,26,1369.393933
-0.34646034,24,1369.768957
11.15683,25,1370.173585
-0.31980127,27,1370.604981
-0.50803316,18,1370.884808
0.19365239,24,1371.264942
-0.34422946,29,1371.725827
-0.32057858,45,1372.437918
-0.29845262,17,1372.713861
0.116675615,26,1373.126779
-0.05294037,33,1373.669701
-0.5589331,13,1373.874441
-0.29832542,20,1374.232709
0.16736174,34,1374.779406
11.023017,33,1375.306666
-0.3873952,22,1375.809906
-0.20158172,20,1376.142865
-0.49254796,15,1376.394808
0.101828754,31,1376.893931
-0.18982106,16,1377.151697
-0.45548004,24,1377.532798
-0.50174874,13,1377.750627
-0.33479828,37,1378.325849
11.254312,31,1378.824718
-0.49364984,22,1379.178809
-0.4441203,33,1379.696781
-0.12007654,19,1379.993786
11.129928,27,1380.429162
-0.20241308,28,1380.880371
-0.59490126,26,1381.301731
-0.09566492,30,1381.777786
-2.3876681,258,1385.766635
-0.2466712,48,1386.509399
-0.1348297,19,1386.808866
-0.24750382,22,1387.147232
-0.7843469,31,1387.646401
-0.5388845,21,1387.977735
11.0982685,25,1388.36298
0.048811197,27,1391.854685
-0.6542943,18,1394.2542
-2.369121,258,1409.370589
-0.8501691,41,1410.005743
-0.18986022,24,1410.401019
-0.3286718,18,1410.685652
-0.69863486,5,1410.781796
0.0864678,31,1411.269922
-0.21305507,16,1411.53292
11.259402,27,1411.959149
0.13298333,34,1412.48481
11.240407,49,1413.259003
-0.12007421,19,1413.55874
11.218791,27,1415.879555
-0.3770107,27,1419.480608
-0.4347667,32,1423.749234
-0.16193068,23,1426.813872
11.184303,33,1431.213598
10.958267,25,1434.546573
-0.34206295,25,1437.880758
11.147422,28,1441.614555
-0.20487338,20,1446.563076
11.057277,28,1450.300469
-0.16794235,26,1453.766603
0.09294766,30,1457.764809
11.218058,30,1461.767768
-0.31631857,24,1464.964719
-0.3179282,19,1467.496616
0.10146421,32,1471.763645
-0.0321483,30,1475.763624
-0.8723774,45,1480.127645
-0.29729402,19,1480.429337
0.08522177,23,1480.885135
-0.28759617,15,1481.125781
-0.16751581,23,1481.491311
-0.36161363,17,1481.807392
-0.25543183,46,1482.533745
-0.255857,16,1482.799659
-0.59269893,37,1483.371908
-0.09677255,24,1483.754711
0.33378357,47,1484.4973
11.105034,31,1484.992913
11.183135,31,1485.487579
-0.47499847,16,1485.746635
-0.211829,27,1486.172787
11.167677,18,1486.463672
-0.14316136,16,1486.729717
0.020558953,33,1487.255299
11.171424,35,1487.793625
-0.04291004,19,1488.089931
-0.21491814,27,1488.507582
-0.5115323,22,1488.865729
-0.18591398,38,1489.453493
-0.1266045,24,1489.8413
10.97257,26,1490.269605
11.026428,26,1490.672665
-0.2221123,16,1490.931893
-0.34519988,14,1491.153183
11.171841,35,1491.698769
11.109049,26,1492.122864
11.06939,25,1492.54384
-0.30151588,25,1492.957641
-0.2375285,26,1493.37283
0.036478758,29,1493.825004
-0.17659539,33,1494.347407
-0.36046642,24,1494.711683
-0.15015519,16,1494.965831
-0.46011215,20,1495.280763
-0.11145759,24,1495.667532
-0.55092067,18,1495.955567
-0.1885482,22,1496.309697
11.293016,47,1497.036706
-0.2940492,22,1497.38979
0.15609968,27,1497.817882
-0.1832217,26,1498.234023
-0.4003101,19,1498.533689
-0.3089149,25,1498.934657
-0.042633355,18,1499.224962
11.10922,18,1499.511015
0.0065285563,24,1499.882699
-0.34026176,22,1500.236742
-0.18172711,17,1500.509721
-0.25543392,17,1500.775985
-0.36887163,106,1502.42567
0.046960473,30,1502.801935
-0.21190125,19,1503.024615
-0.5446222,21,1503.327713
-0.15181899,16,1503.590919
-0.8490797,33,1504.117406
0.14161235,24,1504.498
0.11628592,31,1505.006924
-0.27937663,24,1505.386044
10.931148,26,1505.807885
-0.29245597,46,1506.554883
-0.4418785,17,1506.837742
-0.38794798,14,1507.067701
-0.8915691,21,1507.421805
-0.12856978,17,1507.696382
-0.7525906,39,1513.402818
-0.19460154,29,1513.833604
0.18280065,35,1514.379164
11.054461,26,1514.783609
-0.50626993,49,1515.554129
10.996841,95,1517.032635
11.162673,23,1517.425666
-0.053108335,22,1517.779974
11.131459,29,1518.233078
-0.16123098,17,1518.512968
-0.03491062,27,1518.966757
-0.3057719,22,1519.31273
-0.24423873,36,1519.876671
-0.54256856,18,1520.167559
11.222538,27,1520.585673
11.213498,48,1521.340848
-0.47617477,18,1521.632738
-0.11827564,17,1521.909638
11.147146,27,1522.34564
-0.79742426,28,1522.801764
0.28632885,32,1523.30979
11.28319,26,1523.713992
-0.34521562,14,1523.950742
-0.24829006,20,1524.273528
-0.15015286,19,1525.353994
11.061973,26,1525.761014
-0.32212812,55,1526.529702
-0.7090048,23,1526.7909
-1.001489,26,1527.053987
-0.21007836,22,1527.281687
-0.25963712,28,1527.587595
-1.0022786,51,1528.084625
-0.31945366,38,1528.456739
-0.34067988,24,1528.708705
11.256133,26,1528.964974
11.029621,24,1529.215628
-0.16453207,21,1529.437236
0.11155194,45,1529.906974
-0.49605185,21,1530.15086
-0.38034606,21,1530.413921
-0.37185085,16,1530.604563
0.12622142,29,1530.911223
-0.26983005,26,1531.210547
-0.24938595,18,1531.427704
-0.5671544,18,1531.634969
11.092262,23,1531.897333
-0.09153533,24,1532.246622
-0.2055332,23,1532.499769
-0.025230408,26,1532.796842
-0.70567137,29,1533.110791
-0.15572816,22,1533.345909
-0.005869627,17,1533.536912
-0.24508053,19,1533.736753
-0.3178373,17,1533.929577
-0.31002146,22,1534.211882
11.152638,37,1534.633357
-0.095354855,21,1534.92482
11.115812,29,1535.265937
-0.1728847,23,1535.541542
-0.22907847,32,1535.909494
-0.6280687,17,1536.113515
-0.39536273,25,1536.385788
11.245817,26,1536.651524
11.113827,27,1536.936714
11.153784,24,1537.195458
11.210405,39,1537.616845
-0.17473435,23,1537.877376
-0.20927888,31,1538.199892
0.0503484,22,1538.430907
-0.09087503,24,1538.683419
-1.0676417,76,1539.423014
-0.77744067,40,1539.839661
0.050320268,24,1540.089434
11.061111,26,1545.724879
-0.06257737,24,1545.989798
10.978455,25,1546.26623
-0.3246976,14,1546.462658
11.112655,25,1546.806704
-0.03682947,18,1547.049942
11.206017,30,1547.394096
11.265767,33,1547.769877
-0.9570013,53,1548.39739
-0.28636175,26,1548.677184
-0.3761338,23,1548.942827
-2.3663824,258,1551.517993
-0.1791063,17,1551.699454
0.13576335,21,1551.915589
-0.3023998,42,1552.355778
-0.13004535,25,1552.612268
-0.038529992,26,1552.889892
-0.17972797,16,1553.121726
0.18821388,30,1553.486524
-0.40467602,21,1553.757632
11.089201,33,1554.133661
-0.13042432,26,1554.430351
0.12163848,26,1554.702825
-0.24863636,18,1554.917512
-0.33672464,16,1555.114136
-2.347682,258,1557.765517
-0.077100396,24,1558.056046
-0.7052262,23,1558.294723
11.042008,24,1558.571821
-0.20991611,17,1558.794691
-0.39151263,16,1558.9768
-0.21843505,31,1559.290599
-0.30585164,16,1559.490904
-0.30775726,22,1559.715825
-0.674755,41,1560.127723
11.068057,36,1560.502632
-0.33016783,29,1560.807004
0.33110732,27,1561.101787
11.127053,28,1561.40092
0.026253283,26,1561.687599
11.026598,29,1561.992597
-0.049351156,27,1562.3099
11.269116,33,1562.673534
0.14906669,22,1562.909991
-0.68900573,16,1563.081494
11.03925,24,1563.334996
-2.3872771,258,1565.924278
-0.34573776,36,1566.284929
-0.37496364,23,1566.522616
-0.027745962,20,1566.740617
11.008196,33,1567.079974
-0.3135482,25,1567.3534
11.021527,22,1567.588838
-0.60727286,30,1573.179977
0.06550658,27,1573.47594
-0.68063647,27,1573.777584
-0.837483,39,1574.224825
10.985869,30,1574.530458
-0.19460171,21,1574.765841
-1.1082498,67,1575.457592
-0.35250473,30,1575.773878
11.2448,51,1576.304719
-0.33196855,17,1576.507983
11.038066,28,1576.795912
11.207952,28,1577.125248
-0.32467794,34,1577.475722
-0.31381035,21,1577.721683
-0.34392935,26,1578.045768
-0.15445638,18,1578.24755
11.077682,26,1578.533425
-0.019112468,34,1578.910522
-0.12594777,20,1579.139699
11.123477,25,1579.407147
-0.29189378,18,1579.614703
10.9786215,28,1579.909691
0.1316601,30,1580.272202
-0.58006126,23,1580.512866
-0.5024128,39,1580.907968
0.21337467,22,1581.158712
-0.278709,40,1581.571516
-0.12343383,18,1581.785689
11.129378,32,1582.142482
-0.2997524,16,1582.32816
-0.84770525,29,1582.671326
-0.24967581,27,1582.977737
-0.17301214,28,1583.305857
-0.3090011,14,1583.475702
-0.22282463,30,1583.800912
-0.36012733,18,1583.991964
-0.38308364,17,1584.179926
0.07080388,25,1584.449309
-0.15790093,21,1584.678921
-0.17436653,29,1584.989728
-0.050587773,28,1585.305461
-0.24076766,21,1585.526035
-0.010348499,21,1585.761658
-0.3684392,24,1586.016854
-2.4130473,258,1588.577618
-0.29319483,31,1588.884573
-0.18049103,24,1589.141774
-0.4944625,15,1589.301793
-0.329961,29,1589.609668
-0.4767144,17,1589.800865
-0.51278967,26,1590.069715
-0.104227304,20,1590.310927
-0.3170327,39,1590.701124
-0.084913075,20,1590.915531
-0.573729,42,1591.382629
-0.6643144,30,1591.688957
10.898004,23,1591.941985
0.07757294,22,1592.201233
-0.2536736,47,1592.67909
-0.1461193,17,1592.857502
-0.7915404,34,1593.200701
11.053206,24,1593.446911
-0.30161536,26,1593.713854
-0.31817728,14,1593.866973
11.164372,33,1594.21591
11.139622,23,1594.472988
-0.2474376,40,1594.883822
-0.3837458,16,1599.342754
-0.27872545,38,1599.753886
-0.0584352,26,1600.023676
-0.083185434,21,1600.262863
-0.34711367,16,1600.430633
-0.38855153,17,1600.611977
-0.20566624,75,1601.407889
-0.24197012,25,1601.681162
11.06862,23,1601.937821
-0.34962457,100,1602.948681
-0.46194464,18,1603.149532
10.972745,26,1603.426823
11.071552,32,1603.769085
-0.27659374,29,1604.095211
-0.22486687,28,1604.397681
-0.7302169,32,1604.725807
-1.191702,104,1605.797528
11.034509,31,1606.121909
-0.09652221,21,1606.354804
-0.12856072,16,1606.527369
11.156797,23,1606.76968
0.07279605,21,1607.006996
-0.40591818,16,1607.186639
-0.12545884,57,1607.790781
-0.4245215,20,1608.01672
11.086997,29,1608.316795
-0.29394728,20,1608.530719
11.162054,25,1608.801771
0.11963934,23,1609.05282
11.090395,24,1609.307702
-0.2559352,17,1609.491565
-0.09486812,26,1609.762247
11.037308,24,1610.012041
-0.048918545,19,1610.235655
-0.44445443,22,1610.464236
-0.022305727,18,1610.669114
-0.28588122,43,1611.124178
0.08663905,36,1611.484862
-0.02540946,20,1611.714551
-0.4620598,15,1611.882961
0.15814573,23,1612.128955
11.197854,25,1612.388711
11.169773,30,1612.703727
-0.21364689,17,1612.891886
-0.1936872,29,1613.189909
-0.03913486,34,1613.543513
11.071485,33,1613.882467
-0.2810607,23,1614.13588
-0.33589536,33,1614.471632
-0.33222914,25,1614.737541
-0.030753195,27,1615.023006
-0.2956581,40,1615.433847
-0.17520797,16,1615.60493
-0.29915845,17,1615.787082
-0.14709628,23,1616.028672
-0.64185846,26,1616.309725
-0.17964411,22,1616.533804
-0.22863144,26,1616.8006
-0.03696567,24,1617.064385
11.10656,21,1617.293822
-0.016968966,27,1617.585501
11.285378,27,1617.877491
-0.12957942,25,1618.162376
-0.116241336,23,1618.42293
0.20161963,23,1618.670784
-0.18535417,27,1618.969132
-0.10091627,23,1619.211625
11.078986,26,1619.491951
-0.14008415,23,1619.7446
11.205085,84,1620.62749
-0.4907,21,1620.863646
-0.1168257,28,1625.374737
11.237081,26,1625.661041
-0.26101524,25,1625.969596
-0.3841009,17,1626.175614
-0.1809789,18,1626.3717
-0.29829717,17,1626.549337
-0.35964108,24,1626.81358
-0.49272138,26,1627.090759
0.030921757,31,1627.427692
0.17859083,28,1627.743661
-0.36568367,20,1627.954882
-0.6637143,25,1628.228697
-0.7943956,30,1628.53908
-1.0216994,27,1628.825925
-0.16247946,16,1629.0237
-0.33726805,27,1629.303229
-0.33871722,23,1629.539736
-0.17097545,28,1629.835616
-0.28029686,23,1630.11262
-0.026529372,19,1630.325518
-0.35794538,19,1630.536571
-0.06618965,20,1630.749673
-0.25888538,25,1631.008925
-0.6093776,14,1631.166265
-1.1335073,81,1632.006789
11.130971,26,1632.32788
-0.19245249,22,1632.57098
-0.22230363,22,1632.80132
-0.6532316,25,1633.112013
-0.64754176,19,1633.312015
-0.30203474,25,1633.585893
-0.17413431,21,1633.816238
-0.05764216,17,1634.005689
0.10480219,30,1634.318716
-0.32587546,20,1634.533285
11.177146,23,1634.807579
-0.44560224,22,1635.052541
-0.52500165,25,1635.321547
11.27642,31,1635.647533
-0.41377658,16,1635.830529
0.034618795,23,1636.073682
-0.29612643,27,1636.367678
-0.40536875,20,1636.58477
10.95856,25,1636.852234
-0.25833672,26,1637.139782
-0.3618856,33,1637.488709
11.253153,27,1637.77761
11.302617,28,1638.083889
-0.24150908,44,1638.546685
-0.40186447,32,1638.914523
-0.9606072,27,1639.214642
0.052803636,24,1639.474534
-1.0972624,70,1640.200884
-0.72555745,25,1640.456699
0.13526374,24,1640.702027
11.168816,48,1641.201194
-0.27250695,18,1641.401414
-0.042939663,26,1641.676892
-0.5063945,28,1641.983718
11.232743,26,1642.262976
11.040902,25,1642.541636
-0.3475904,20,1642.752677
11.247782,32,1643.092593
-0.18238676,28,1643.394596
-0.36126155,23,1643.664776
-0.279899,26,1643.956097
0.13258171,27,1644.23875
10.958621,23,1644.484938
11.042528,33,1644.837633
-0.25023627,19,1645.063603
-2.38266,258,1651.39998
-0.26350743,24,1651.666942
11.100478,21,1651.891963
-0.22754818,16,1652.079992
-0.342216,28,1652.369709
-0.33410507,34,1652.723589
-0.29579598,15,1652.884822
-0.2553712,32,1653.238878
0.04801321,35,1653.603778
11.0117035,31,1653.931548
-0.49230236,17,1654.129857
-0.5328515,57,1654.714394
-0.20412302,23,1654.966774
-0.13072425,25,1655.267624
-0.6547564,3,1655.319689
-0.14406359,17,1655.500811
-0.3326574,60,1656.105849
-0.1947704,18,1656.300653
-0.15038544,24,1656.547423
-0.1934998,20,1656.759486
11.090087,30,1657.066574
-0.15493602,16,1657.270631
0.023869097,26,1657.564637
11.263134,28,1657.859249
-0.5024096,17,1658.052881
-0.30769414,17,1658.244463
-0.417535,20,1658.462601
-0.47741196,160,1660.143006
-0.07307392,23,1660.403943
-0.7393377,41,1660.832709
11.03195,75,1661.595604
-0.18232727,28,1661.893892
0.27382702,28,1662.196593
-0.3766049,16,1662.39092
-0.23210806,25,1662.673309
-0.58084387,29,1662.974543
11.029806,22,1663.233971
0.06389147,34,1663.61086
-0.5787782,22,1663.844109
11.03858,27,1664.124617
-0.15009826,26,1664.4129
-0.20468503,34,1664.763497
-0.49852237,19,1664.972837
-0.53559834,20,1665.213226
11.068342,55,1665.807729
0.07433045,31,1666.141482
11.007731,26,1666.432962
-0.18531305,27,1666.72387
0.024917245,23,1666.974807
11.147128,25,1667.267167
11.145965,26,1667.566687
-0.38804644,17,1667.781662
-0.24663287,26,1668.07992
-0.7636128,50,1668.609664
11.126834,67,1669.326741
-0.22779214,22,1669.585192
-0.38816732,23,1669.852731
10.925586,28,1670.15146
-0.33096385,21,1670.388988
-0.10119277,18,1670.588846
0.04366982,27,1670.881592
-0.8109189,26,1671.159985
11.275883,42,1671.61577
11.01945,29,1671.926309
-0.21049619,17,1672.13658
11.104276,26,1672.449855
-0.2850533,18,1672.65358
-0.37786663,39,1673.075757
-0.35180813,32,1676.577238
-0.29245663,36,1676.960892
11.034232,24,1677.228851
-0.5811712,14,1677.385338
0.059108496,22,1677.629745
-0.21146959,22,1677.883362
11.174651,24,1678.147675
-0.37752926,17,1678.345672
10.937439,29,1678.642955
-0.09883392,28,1678.970682
-0.92475116,67,1679.667537
-0.31048274,40,1680.074499
10.974975,32,1680.420972
-0.061885834,24,1680.68571
-0.08801615,21,1680.913095
-0.38296998,14,1681.069958
-0.123098195,20,1681.291815
0.06894946,26,1681.571462
-0.25413394,21,1681.801471
-0.5371295,18,1682.011597
11.107083,33,1682.357242
-0.18518722,16,1682.550847
11.04314,27,1682.831564
11.161157,26,1683.119526
-0.36835307,62,1683.752794
-0.9885516,72,1684.479935
-0.29264385,15,1684.649616
-0.3243494,17,1684.839916
-0.032323003,22,1685.075029
-0.3636403,17,1685.26586
11.265948,33,1685.609676
-0.36555725,18,1685.808833
-0.2651586,18,1686.007684
11.039298,30,1686.324337
10.96954,22,1686.566134
-0.09614766,28,1686.864641
11.241266,29,1687.167973
11.033622,25,1687.445587
-0.2130205,44,1687.910755
-0.21214753,42,1688.342403
-0.08690798,21,1688.587926
11.198452,53,1689.126787
-0.28311896,16,1689.309793
11.026441,28,1689.601923
-0.22798824,19,1689.830765
-0.2004546,21,1690.059569
-0.3291533,21,1690.284864
0.1888845,31,1690.645214
-0.20034873,17,1690.836455
11.095727,27,1691.119826
0.11153102,29,1691.431642
-0.71248275,41,1691.856207
-0.51510876,22,1692.087691
0.09556806,24,1692.351839
-0.28335643,27,1692.652009
11.008585,27,1692.936668
-0.6901388,24,1693.199846
-0.10479689,25,1693.465557
-0.0481655,28,1693.766534
-0.20050645,39,1694.174887
-0.25314444,18,1694.37159
-0.49009964,21,1694.59299
10.89617,24,1694.84088
11.0679455,28,1695.144708
11.071033,32,1695.504567
0.12603748,25,1695.775671
-0.15652472,24,1696.02761
11.126488,31,1696.357375
-0.26037407,25,1696.651733
-0.1632396,19,1696.861697
-0.3147791,40,1697.311389
-0.22078443,26,1697.587574
-0.32281625,25,1697.846075
-1.0947201,33,1698.206144
-0.27292,16,1698.383123
-0.17974663,19,1698.589765
-0.20503026,23,1702.407611
0.08917123,31,1702.723536
-0.086940944,19,1702.923911
-0.35692167,18,1703.11954
-0.36798686,17,1703.305794
-0.31565952,17,1703.487513
-0.36932456,126,1704.777785
-0.19380695,20,1705.003532
10.94695,23,1705.24775
-0.55596447,15,1705.424508
0.008755326,25,1705.704692
11.163403,47,1706.185113
-0.19441831,16,1706.38486
-0.23163396,19,1706.587815
-0.048069894,27,1706.879767
-0.20556945,26,1707.154225
-0.08855635,23,1707.414655
-0.31401348,22,1707.647561
11.2488165,50,1708.191522
-0.14642859,26,1708.473178
11.101691,27,1708.756973
0.11194599,26,1709.045888
-0.19095588,22,1709.290611
